#,glass,cardboard,type5,crisps,batteries,cartons,type4,envelopes,aerosols,wipes,plasticbottle,toothpaste,cleaningbottles,petfood,tins,Score,Start Date (UTC),,Submit Date (UTC),Network ID
eh34sadfdlvsvplcehy9haijpz6w1yig,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,1,1,2,1,13,2020-07-22 15:05:41,2020-07-22 15:07:13,8a4a177659,
too8tzvz892hl8xtltactoo8tesocsrw,Bottle bank,1,2,2,Battery bank,1,1,1,1,2,1,2,1,2,1,14,2020-07-22 15:05:17,2020-07-22 15:07:11,410f349418,
z5bmji3v6fczy5foz5bmjfcnmkra9wsy,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 15:04:51,2020-07-22 15:07:06,d092904ca5,
plkvoio2n73vdv7izh1pwplkvoiogzkf,Bottle bank,1,1,1,Battery bank,2,1,1,1,2,1,2,1,2,1,13,2020-07-22 15:04:22,2020-07-22 15:06:37,8194ce9794,
brk9fnc7xceext9nylwi3mgbrk9fqce0,Bottle bank,1,1,2,Battery bank,1,1,1,2,2,1,2,1,2,1,14,2020-07-22 15:04:09,2020-07-22 15:05:50,800c9b3437,
8f8wnnjjk1loat0d8f8w81nfmly5xdew,Bottle bank,1,1,1,Battery bank,1,1,1,1,2,1,1,1,2,1,13,2020-07-22 15:02:34,2020-07-22 15:04:33,049d44b8d4,
9tcujtuwjoz1nj1d93itpv9tcujte9rr,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 15:01:10,2020-07-22 15:03:44,03b2d13527,
6pu61n381rwmwco6pul65qpit5h6kvtl,Bottle bank,1,1,2,Battery bank,2,2,1,1,2,1,2,2,2,1,12,2020-07-22 15:01:19,2020-07-22 15:03:34,645126d79e,
23weutk2o7dfdwlhsuq23weposa8351r,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 15:01:52,2020-07-22 15:03:04,070155e6b3,
1lhxcetlwb5ccmvn1lhxchw5iwqdh0gy,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 15:01:37,2020-07-22 15:02:37,7927d2ab1c,
b2744z6f9sppm4j9mb2744n2qlzj63bt,Bottle bank,1,2,2,Battery bank,1,1,1,1,2,1,2,1,1,1,13,2020-07-22 14:59:52,2020-07-22 15:02:31,3e550d4623,
lat1j03sqrrtca2yoslat1jitrlazttm,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,2,1,1,2,1,12,2020-07-22 15:00:46,2020-07-22 15:02:27,371297c42d,
qbse827me6jmwkvpqbse8ch3thvo73v7,Bottle bank,1,1,2,1,1,1,1,2,2,2,1,1,2,1,11,2020-07-22 14:59:31,2020-07-22 15:01:13,cf6a9fad2d,
xojb821qxrvk3yk2qgvciu5xxojb821f,1,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,13,2020-07-22 14:58:17,2020-07-22 15:00:34,5575a3144e,
hsatjwxrq7ui2lq4q0aghsaaqzb9bbja,Bottle bank,1,2,2,Battery bank,1,1,1,1,2,1,2,1,2,1,14,2020-07-22 14:56:20,2020-07-22 14:58:25,3fa8bee576,
3y8yxumplcy7ov0t4m3loc3y8yxup2gp,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 14:56:01,2020-07-22 14:58:17,48d37b3775,
m4e46e2fwrwighcxm4e46ep61thdat7c,Bottle bank,1,2,2,Battery bank,1,1,2,1,2,1,2,1,2,1,13,2020-07-22 14:56:10,2020-07-22 14:58:16,ae07469fa3,
3ljqueph080dtm500tx3ljqueph01s58,Bottle bank,1,1,1,,,,,,,,,,,,3,2020-07-22 14:56:06,2020-07-22 14:57:58,76915e8ac5,
9xnhpmjjbptom8g9xnhpmsnns4e7wxx4,Bottle bank,1,1,1,Battery bank,1,2,1,1,2,1,1,1,2,1,12,2020-07-22 14:55:37,2020-07-22 14:57:17,eee2d59592,
qt695ot1nxkkn45eya62qt695oozjcia,Bottle bank,1,1,1,Battery bank,1,2,1,1,2,1,2,2,2,1,12,2020-07-22 14:53:44,2020-07-22 14:57:03,1b721b5459,
yxem3x48xvyqj0stryxem0wb8lhlxeaa,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 14:54:28,2020-07-22 14:56:38,a734ff4bb2,
lww2jqljqvj71ru6bwsklww2jgk9jnzv,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-07-22 14:54:05,2020-07-22 14:55:35,4e4cd29c74,
fe4uv5m4t7feet6fx70n3zeckt35egpa,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-07-22 14:53:15,2020-07-22 14:55:11,5b534d8d75,
8lph00yt1abvpk5zi8lphxkw12j13ff2,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 14:51:18,2020-07-22 14:53:25,b2757063f4,
qit3bd6p980lbp5k5wkebbg3xqit3bdt,Bottle bank,1,2,2,Battery bank,1,1,1,1,2,1,2,2,2,1,13,2020-07-22 14:50:34,2020-07-22 14:53:11,9e095e8081,
3tsnlex060agsiv5h0pao3tsnlewtm0m,Bottle bank,1,1,2,Battery bank,1,1,1,2,2,1,1,2,1,1,11,2020-07-22 14:49:53,2020-07-22 14:52:06,8f5ddcabc6,
c01b2v2y0k32ezibac01b2n2o37vqr6l,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,1,1,2,1,13,2020-07-22 14:49:58,2020-07-22 14:51:28,8e00a3ea12,
vusuwjdnt10htwee57wvusuwxjnmlgq2,,1,1,2,Battery bank,1,1,1,1,2,1,1,1,1,1,12,2020-07-22 14:48:09,2020-07-22 14:50:56,49827cd4e7,
6p1fn9efm57tv6p1f3igykq77kh13689,Bottle bank,1,1,1,Battery bank,1,1,1,2,2,1,2,1,2,1,13,2020-07-22 14:48:10,2020-07-22 14:50:28,b4634e6f55,
9r7x22po3v7sijuac9r7xlrc9miwe10p,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 14:48:13,2020-07-22 14:49:55,e1aac05aad,
w7kikzt4t0nu6wyyw7ki2iynfp0l0b9x,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 14:47:52,2020-07-22 14:49:52,fe0f5b872c,
vc8bquy9ltse8oozfpvc8bquyriosmpb,Bottle bank,1,1,2,Battery bank,1,1,1,1,,1,2,1,2,1,14,2020-07-22 14:47:28,2020-07-22 14:49:42,376dfcc43e,
uf41p52sw72juf4175qh9k6nrqu5i5pl,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 14:47:24,2020-07-22 14:49:32,e8ca7a4a74,
cw9ld4tet23nvscw9ldqdag69wsbeenb,Bottle bank,1,1,2,Battery bank,2,2,2,1,2,1,2,1,1,1,11,2020-07-22 14:41:43,2020-07-22 14:48:49,cec669e315,
m1n6j3a0ci8x7fcener5nctm1n6j3fid,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 14:46:42,2020-07-22 14:48:05,0aae89c7e1,
hjjw5q5sdtkhcheiywguhjjw57ihk0ne,2,1,2,1,Battery bank,1,1,1,2,2,1,2,2,1,1,9,2020-07-22 14:44:43,2020-07-22 14:47:35,321b82d57d,
xr5edf2cpul5ntjueaalxr5edf23nr2l,Bottle bank,1,2,2,Battery bank,1,2,1,2,2,1,2,1,2,1,12,2020-07-22 14:43:48,2020-07-22 14:46:03,a1af0572de,
4ya0cv2h46rbau0fi9ady4ya0cvghcmg,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 14:43:48,2020-07-22 14:45:57,4fe175ebba,
zwz1rqg32nt4beadp3e4zwz1wu133pmb,Bottle bank,1,1,2,Battery bank,1,1,1,2,2,1,2,1,2,1,14,2020-07-22 14:43:33,2020-07-22 14:45:43,4bc892f4bd,
j9n3mvuzwpleeexzm0luj9n3mlt0xlni,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-07-22 14:43:35,2020-07-22 14:45:33,f59cf3b5f8,
7fqsy3spdyldeh7fqsynr5366mqcz782,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-07-22 14:43:12,2020-07-22 14:45:30,310e9cdd53,
jyal4s47xcvuwpybg6hpjyal4nxw24kd,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-07-22 14:42:06,2020-07-22 14:43:53,5b86cb5453,
20b2j4y3ertyxcj20b2jzfr7zmrw8g5h,Bottle bank,1,1,1,Battery bank,1,1,1,1,1,1,1,1,1,1,11,2020-07-22 14:41:07,2020-07-22 14:43:31,b7cdd963d7,
s508bhswbjrmxzx85xs508by8sv359j2,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 14:41:43,2020-07-22 14:43:22,d639429b7d,
xy390rswkr8mcb6ns0hq9wxy390rw64x,Bottle bank,1,1,2,Battery bank,2,1,1,1,2,1,1,1,2,1,13,2020-07-22 14:41:16,2020-07-22 14:43:00,0321c04d0f,
r83nggmpk6mehyhjr83nb1v0k9ve4mf1,Bottle bank,1,2,2,Battery bank,1,1,1,1,2,1,2,1,2,1,14,2020-07-22 14:40:53,2020-07-22 14:42:43,fed22985f8,
4z0rb6fwp6f5phoww4z0r1233ddggyja,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 14:36:57,2020-07-22 14:42:23,a2569b9346,
v5yk1jn43zpue7xyn6v5yk1a1crsrg28,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 14:40:52,2020-07-22 14:42:16,67e22376c6,
oltffd6bacz4toltoq3nzo644ms85wn8,Bottle bank,1,2,2,Battery bank,2,2,1,1,2,1,2,1,2,1,12,2020-07-22 14:39:53,2020-07-22 14:42:04,463bb5aa8d,
k1tyno7n0opshpuk1tpgg7ykpgus9wlt,Bottle bank,1,1,2,Battery bank,1,1,1,2,2,1,2,1,2,1,14,2020-07-22 14:40:09,2020-07-22 14:41:44,64e2c40220,
rywesiy0du32iywrywes4s7s691bnnvd,Bottle bank,1,2,2,Battery bank,1,1,1,1,2,1,2,1,2,1,14,2020-07-22 14:39:13,2020-07-22 14:40:44,12db015c0d,
orf7bt4uk9m0rb66wgfoq3y3i6xbf9cb,Bottle bank,1,1,2,Battery bank,1,2,1,2,2,1,2,2,2,1,12,2020-07-22 14:37:53,2020-07-22 14:40:36,ab3237bf61,
cstfbcsf0t5dxacvccstfbc5y0vty85n,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,1,1,14,2020-07-22 14:39:00,2020-07-22 14:40:25,07151aa7d1,
txnj0lhw3bd55rjjr61vntxnj0lhkfkk,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,2,1,1,1,13,2020-07-22 14:26:40,2020-07-22 14:39:07,9d96fae643,
w5uqmbca41ucz8jeotyqw5uqmbcag5hz,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 14:37:03,2020-07-22 14:38:58,724ce5e43e,
exrnvstz0psey8sqp9y42exrnvst0d7r,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 14:36:53,2020-07-22 14:38:38,b77fa464b7,
axd71i2p1xab36gyv72axd71p9l2us86,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 14:37:02,2020-07-22 14:38:37,ced73735dc,
74eeby5dhfbi67u34k74eebyisrnxg99,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,1,1,2,1,13,2020-07-22 14:35:59,2020-07-22 14:38:16,016f39f981,
lrcocwh1jv9fo49lrcoctky1fjbayw7l,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-07-22 14:34:50,2020-07-22 14:37:10,2bcd0259af,
59r7erenbmxi7nlmc5lt659r7ere8fmi,Bottle bank,1,2,2,Battery bank,1,2,1,1,2,1,2,1,2,1,13,2020-07-22 14:35:22,2020-07-22 14:37:05,d4f84233db,
thufqy91i0ixktd6eo3mnthufqy919ap,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,2,1,2,1,14,2020-07-22 14:34:19,2020-07-22 14:36:48,ceaf69ff30,
cn9v0nyc2r2tv56lzigcn9v0qmae8yc5,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 14:34:33,2020-07-22 14:36:40,7572aa67df,
f8135hc44tffkm9tmyf8135haht73852,Bottle bank,1,1,2,Battery bank,1,2,2,1,2,1,2,1,2,1,13,2020-07-22 14:33:54,2020-07-22 14:36:23,4f4be067a1,
dyqhy74iuy5vsoqftdyqhy7patj73d5d,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 14:33:37,2020-07-22 14:35:53,64a651ba3e,
8yjhavpi4yubtxj9n2q8yjha7yz7we8z,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 14:34:17,2020-07-22 14:35:52,c985b713a7,
ivebezbpkk9vb956ivebd2m6qitc83mh,Bottle bank,1,1,2,Battery bank,2,1,1,1,2,1,2,1,2,1,14,2020-07-22 14:33:04,2020-07-22 14:35:42,1b3122c47b,
1babwagky72ipeq9cg71bafz26t8jsfy,Bottle bank,1,1,2,Battery bank,2,2,1,2,2,1,2,2,2,1,11,2020-07-22 14:33:26,2020-07-22 14:35:39,48c4ef2059,
295819hn9mzj78c67a295819hzyfsl9j,2,1,1,1,Battery bank,1,1,1,1,2,1,2,1,2,1,13,2020-07-22 14:30:49,2020-07-22 14:35:30,cfcf369493,
7t3ijenyabqqalw3n7t3i2x0yfj9nrre,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,1,1,2,1,13,2020-07-22 14:33:28,2020-07-22 14:35:25,d7364b8b2d,
sp4glpqymxanab3i2fiqimsp4glpq32b,Bottle bank,1,1,2,Battery bank,1,1,1,2,2,1,2,1,2,1,14,2020-07-22 14:33:52,2020-07-22 14:35:12,cf27f7a03f,
ihr0cvnd6mj1kfca0n1ihr0cv7m82kvm,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,1,1,2,1,13,2020-07-22 14:33:10,2020-07-22 14:35:08,ae77987d79,
jqm38ko1w1jqgchtjqm38kgjc9s09gwl,Bottle bank,,,,,,1,,1,2,,,,,,4,2020-07-22 14:32:07,2020-07-22 14:34:36,46101040c6,
9xoaivf8a3g33slg4rg7y9xoaib9gh9v,1,1,2,2,Battery bank,1,2,1,2,2,1,2,2,2,1,10,2020-07-22 14:33:00,2020-07-22 14:34:30,1bfa5b55c4,
5jxsw3odpj789rg4p6heq5jxsww8i3yg,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-07-22 14:31:48,2020-07-22 14:33:08,05b73ca7c8,
lij15m7x1o0wwl0r61lij1tm5xx81sr5,Bottle bank,1,1,2,Battery bank,1,2,1,2,2,1,1,2,1,1,10,2020-07-22 14:30:08,2020-07-22 14:32:55,983ced043d,
b505yp5l9t2q8f2sguqiv4b505yp55t8,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,1,1,13,2020-07-22 14:31:00,2020-07-22 14:32:48,72ac122118,
sa3qnb7fag30q1lsa3qrxur4wb5ssh2z,Bottle bank,1,1,1,Battery bank,1,1,1,2,2,1,2,1,2,1,13,2020-07-22 14:30:38,2020-07-22 14:32:24,9795a89cbc,
hshiiemcrrg3vrbtui8hshiivdz6orvz,Bottle bank,1,1,2,Battery bank,2,2,1,2,2,1,2,2,2,1,11,2020-07-22 14:29:32,2020-07-22 14:32:23,5a2dc15620,
abu2h51r25qqgy01mabu2z59qmx96hde,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 14:30:16,2020-07-22 14:32:21,8c5040312a,
0fb1s1oimzcxbki0fb1s6x0g5cfgx4cq,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 14:30:35,2020-07-22 14:32:14,d5ec66393c,
xvyv7uspta3azwjxvyv7ku2ovllis7r8,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 14:30:18,2020-07-22 14:32:07,5c631a231a,
uxwz58sbc47fwh7n4j61uxwz58ppe6we,Bottle bank,1,1,2,Battery bank,1,1,1,2,2,1,2,1,2,1,14,2020-07-22 14:30:01,2020-07-22 14:32:00,8d39f18760,
31310okdupguv468t31310ok572smtsw,Bottle bank,1,1,2,Battery bank,1,2,1,2,2,1,2,2,2,1,12,2020-07-22 14:30:22,2020-07-22 14:31:48,553a84840a,
3qv5kaata78u3qu0twk11e3qv5kglxcj,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 14:30:09,2020-07-22 14:31:44,c08b8dc837,
7bdu5zt7aqign0qw1oq7bdu5zty5ph5e,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-07-22 14:28:06,2020-07-22 14:30:05,238fbf8cf8,
51uihzzhtwp3f3ug0551uihz6ed5aui8,1,1,2,1,Battery bank,2,1,2,1,2,1,2,2,2,1,9,2020-07-22 14:27:38,2020-07-22 14:29:56,9795a89cbc,
siumm9c8xynbkz34ihqys17siumm9p2j,Bottle bank,1,2,2,Battery bank,1,2,2,1,2,1,1,2,2,1,10,2020-07-22 14:28:00,2020-07-22 14:29:35,8580750318,
lcd1tdw4o61pyj5cslcd1tga7dcxmay3,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-07-22 14:26:39,2020-07-22 14:28:42,233acdb696,
yqjcajd7xjfhud3udyqjca6bdor0wn7k,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 14:25:02,2020-07-22 14:28:14,c56382c224,
229i6z8ecsllxj22cqnkeuitvc7jkjjx,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 14:26:53,2020-07-22 14:28:13,4867a0daca,
blbkxxiql0xsqp9xdr7blbkxxfcq90kz,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,1,1,13,2020-07-22 14:26:19,2020-07-22 14:27:57,b0aabd4d07,
w09ar1d8e8wwjqhmm7w09aopr777iexy,Bottle bank,1,2,1,Battery bank,2,1,1,2,2,1,2,2,1,1,9,2020-07-22 14:26:02,2020-07-22 14:27:53,267897b2ac,
jnbhnggcxx8jdxfyw21vjnbhn88x4bx6,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 14:25:37,2020-07-22 14:27:53,08a44e8c77,
lagj2y8n70cya1pklagj2ya3kfc4yogh,Bottle bank,1,1,2,Battery bank,1,2,1,2,2,1,2,1,2,1,13,2020-07-22 14:24:43,2020-07-22 14:27:18,28736afb72,
kvwmp34rx8vzef7xof3lkvwmp3mjezh7,Bottle bank,1,1,2,Battery bank,1,1,2,1,2,1,1,1,2,1,13,2020-07-22 14:24:13,2020-07-22 14:26:27,d7218593ce,
ns4lqdu753ap39l4tgrns4lqbp98um9y,Bottle bank,1,1,1,Battery bank,1,1,1,1,2,1,1,1,1,1,12,2020-07-22 14:24:37,2020-07-22 14:26:26,4867a0daca,
wpoi0fge0gn9gwposx8hfnsjtbo6cwf5,Bottle bank,,1,1,Battery bank,1,1,1,2,2,1,2,1,1,1,11,2020-07-22 14:23:17,2020-07-22 14:25:33,ba1e669644,
n1ovpz8a4forkwgvnn1ovpz1ffswpfow,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 14:23:29,2020-07-22 14:25:02,42982cc567,
9wknhz82w7f0pzbxjnsz6s9wknhz82le,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 14:23:15,2020-07-22 14:24:55,8bdb6ddde5,
aodiyve8az08ljhi27rwaodiyvdo9vcx,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,1,1,13,2020-07-22 14:21:15,2020-07-22 14:24:04,a333cf83b2,
2idhs5h9jwwswb5n304o1u3v2idhs5h3,2,2,1,1,Battery bank,1,1,1,2,2,1,1,1,2,1,10,2020-07-22 14:20:17,2020-07-22 14:23:56,8f5c2db905,
64mhjurg14bg4owwlt51r64mhjgexmd4,Bottle bank,1,1,2,Battery bank,1,1,1,2,2,1,1,1,2,1,13,2020-07-22 14:21:29,2020-07-22 14:23:31,1b9e5603ee,
h03flxqn57wtidqsqt6h03fl0hdlzuor,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 14:21:03,2020-07-22 14:23:27,18eddf3651,
61n4t6rg7jhms0c61n4ts5q5netcgt1c,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 14:19:29,2020-07-22 14:23:25,2948b7eda8,
ro3xdg2n1fygdforo39ibx3br3hs6fbg,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,2,2,,1,12,2020-07-22 14:20:49,2020-07-22 14:23:06,1a807445a7,
2gzmriwwlxxmqonftfvv82gzmriwwu93,Bottle bank,1,1,2,Battery bank,1,1,2,1,2,1,1,1,2,1,13,2020-07-22 14:21:09,2020-07-22 14:22:43,eef02e7ada,
yzr079syglg4p7byzr07hz7n71oqyuj7,Bottle bank,1,1,2,Battery bank,2,2,1,1,2,1,1,1,1,1,11,2020-07-22 14:20:23,2020-07-22 14:22:32,a73dc9be80,
xqom9gkobshvefuyxqom9kkwf5ejkev9,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 14:19:55,2020-07-22 14:21:38,cd72ee7ab5,
ua1w1vc9unkw2dtua1w1pompa3fwxqle,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 14:19:48,2020-07-22 14:21:23,56b367de90,
xnlmy0zthm1ay6ue409vxnlmy1z19er2,Bottle bank,1,1,2,Battery bank,1,2,1,2,2,1,1,1,2,1,12,2020-07-22 14:19:27,2020-07-22 14:21:04,7374f9af71,
z35d0kg80t308z35j72d12ea7cckg2j7,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 14:19:44,2020-07-22 14:20:51,1082d97ea0,
tkmdodi2dqbp0jsxsh4tkmdo6ml20qmf,Bottle bank,1,1,2,Battery bank,1,1,1,2,2,1,2,1,2,1,14,2020-07-22 14:18:53,2020-07-22 14:20:48,40a38c7e64,
sr7celiz0ajp9b2vdxcj9sr7cel6gczm,Bottle bank,1,2,2,Battery bank,1,1,1,1,2,1,2,1,2,1,14,2020-07-22 14:17:16,2020-07-22 14:20:27,a594252c6b,
ljl33dlbkcydkpayk5ljl37m8tknfc8x,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 14:18:18,2020-07-22 14:20:27,02c64767c7,
euy0otkviyi41wo714kvhueuy0otsv9x,Bottle bank,1,1,2,Battery bank,2,2,1,2,2,1,2,1,2,1,12,2020-07-22 14:18:13,2020-07-22 14:20:22,25b1b8f91e,
oy63tsw4j0q7c618fvaoyiy4vk3a218n,Bottle bank,1,1,1,Battery bank,2,1,1,1,2,1,2,2,2,1,12,2020-07-22 14:18:18,2020-07-22 14:20:15,c94b0d663f,
rw5a5h8hlkrj0dg3r36ozdtqrw5a5h8f,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 14:19:08,2020-07-22 14:20:13,d00d96aa65,
5i3cu6li7at8df3m5i3cn0avenmedxn5,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,2,1,2,1,14,2020-07-22 14:18:24,2020-07-22 14:20:12,ece04cc773,
09x85ojg632agrhvpvq7e09x85ojg1vo,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 14:18:21,2020-07-22 14:19:55,64cb3990eb,
49twswxfx4uz32etun49twswx8dt2byk,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 14:18:23,2020-07-22 14:19:48,25a62db9d1,
18bzfsdlpkrmm8f0c6t4r18bzdjfnu7g,Bottle bank,1,1,1,Battery bank,2,1,1,2,2,1,1,1,2,1,11,2020-07-22 14:17:24,2020-07-22 14:19:48,840ba11297,
gkovmw4g07s0b82ajvcgkozptjwjo7k9,Bottle bank,1,1,1,Battery bank,1,1,1,2,2,1,1,1,1,1,11,2020-07-22 14:18:11,2020-07-22 14:19:43,9f40de6712,
awo2rar6aeid88j9xlawo2rarxwsj2ue,2,1,1,1,Battery bank,1,1,1,1,2,1,1,1,1,1,11,2020-07-22 14:18:00,2020-07-22 14:19:32,1082d97ea0,
z1509g27tpmisvk2mzz15obdl5ev7k80,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 14:17:49,2020-07-22 14:19:23,151657fe0f,
01jvgzo6p8njcg501jvwf3wqbbl68ylr,Bottle bank,1,1,2,Battery bank,1,1,1,2,2,1,1,1,1,1,12,2020-07-22 14:17:29,2020-07-22 14:19:09,6758a9594e,
s1no4sajovrk4ggaq4qs1no4m0g6reu1,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 14:18:04,2020-07-22 14:19:06,0ea17d7010,
fsm5mctkuomp3ugfsm5bphtk81edc62d,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,2,1,2,1,14,2020-07-22 14:17:28,2020-07-22 14:19:02,ea82919e2d,
1qtw2dfhtxlruv9hff1qtwl1yqkzzfa2,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,1,1,13,2020-07-22 14:16:16,2020-07-22 14:19:02,78f99dbd55,
4ddmx7kkzduk544dd5k7inhfjo1o3x9t,Bottle bank,1,2,2,Battery bank,2,2,1,1,2,1,1,1,2,1,11,2020-07-22 14:16:31,2020-07-22 14:18:53,aa3cd87d54,
6dyc5ngsgv7ady6dy56yr5v5d1cij1nr,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-07-22 14:16:27,2020-07-22 14:18:48,18cfcda5ec,
kcvswzmu4u2o67zakcvswzhk67swjwfh,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 14:17:15,2020-07-22 14:18:45,d00d96aa65,
6511lth5weyadg7b06515oipne34s9o4,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 14:17:07,2020-07-22 14:18:45,76259a81e2,
46bt1xht79ik7ddgu946bm0qo0t5t5qz,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 14:16:58,2020-07-22 14:18:35,307eed3a44,
j4i9rous8vnfeou2j4i94obxqousht75,Bottle bank,1,1,2,Battery bank,1,2,1,2,2,1,2,2,2,1,12,2020-07-22 14:16:49,2020-07-22 14:18:33,84a19076d4,
vyw1us6nnd78ol2zvqs4nvyw19ebxbq1,Bottle bank,1,2,2,Battery bank,1,2,1,1,2,1,1,2,2,1,11,2020-07-22 14:16:23,2020-07-22 14:18:23,15bc16923d,
